No of locations: 7
Threshold: 60
No of supply centers: 2
No of large vehicles at the supply centres: 1
No of small vehicles at supply centres: 3
X: 10
Capacity of Large vehicle: 40
loc 1: (15,14) resources: 20 large vehicles: 0 small vehicles: 1
damage(2,8): 2
damage(2,9): 2
damage(2,10): 1
damage(2,11): 0
damage(2,12): 1
damage(2,13): 0
damage(2,14): 2
damage(2,15): 1
damage(2,16): 1
damage(2,17): 2
damage(2,18): 2
damage(2,19): 0
damage(2,20): 1
damage(2,21): 2
damage(2,22): 0
damage(2,23): 1
damage(2,24): 1
damage(2,25): 1
damage(2,26): 2
damage(2,27): 1
damage(2,28): 1
damage(2,29): 0
damage(2,30): 1
damage(2,31): 2
damage(2,32): 1
damage(2,33): 1
damage(2,34): 1
damage(3,0): 0
damage(3,1): 1
damage(3,2): 2
damage(3,3): 0
damage(3,4): 1
damage(3,5): 2
damage(3,6): 0
damage(3,7): 1
damage(3,8): 0
damage(3,9): 1
damage(3,10): 0
damage(3,11): 2
damage(3,12): 2
damage(3,13): 0
damage(3,14): 2
damage(3,15): 0
damage(3,16): 1
damage(3,17): 1
damage(3,18): 1
damage(3,19): 2
damage(3,20): 2
damage(3,21): 2
damage(3,22): 0
damage(3,23): 1
damage(3,24): 1
damage(3,25): 1
damage(3,26): 0
damage(3,27): 1
damage(3,28): 2
damage(3,29): 2
damage(3,30): 2
damage(3,31): 1
damage(3,32): 1
damage(3,33): 2
damage(3,34): 2
damage(4,0): 2
damage(4,1): 1
damage(4,2): 2
damage(4,3): 1
damage(4,4): 2
damage(4,5): 1
damage(4,6): 2
damage(4,7): 2
damage(4,8): 1
damage(4,9): 0
damage(4,10): 1
damage(4,11): 2
damage(4,12): 2
damage(4,13): 0
damage(4,14): 1
damage(4,15): 2
damage(4,16): 0
damage(4,17): 1
damage(4,18): 0
damage(4,19): 2
damage(4,20): 0
damage(4,21): 1
damage(4,22): 0
damage(4,23): 1
damage(4,24): 1
damage(4,25): 2
damage(4,26): 0
damage(4,27): 2
damage(4,28): 1
damage(4,29): 0
damage(4,30): 2
damage(4,31): 1
damage(4,32): 2
damage(4,33): 2
damage(4,34): 0
damage(5,0): 2
damage(5,1): 1
damage(5,2): 0
damage(5,3): 1
damage(5,4): 2
damage(5,5): 1
damage(5,6): 0
damage(5,7): 2
damage(5,8): 0
damage(5,9): 1
damage(5,10): 0
damage(5,11): 0
damage(5,12): 2
damage(5,13): 2
damage(5,14): 0
damage(5,15): 2
damage(5,16): 0
damage(5,17): 2
damage(5,18): 2
damage(5,19): 0
damage(5,20): 1
damage(5,21): 0
damage(5,22): 1
damage(5,23): 1
damage(5,24): 1
damage(5,25): 0
damage(5,26): 0
damage(5,27): 0
damage(5,28): 2
damage(5,29): 1
damage(5,30): 1
damage(5,31): 2
damage(5,32): 2
damage(5,33): 2
damage(5,34): 1
damage(6,0): 2
damage(6,1): 0
damage(6,2): 2
damage(6,3): 2
damage(6,4): 1
damage(6,5): 1
damage(6,6): 2
damage(6,7): 2
damage(6,8): 0
damage(6,9): 0
damage(6,10): 0
damage(6,11): 2
damage(6,12): 1
damage(6,13): 0
damage(6,14): 0
damage(6,15): 1
damage(6,16): 1
damage(6,17): 0
damage(6,18): 1
damage(6,19): 2
damage(6,20): 2
damage(6,21): 1
damage(6,22): 1
damage(6,23): 2
damage(6,24): 1
damage(6,25): 2
damage(6,26): 1
damage(6,27): 1
damage(6,28): 2
damage(6,29): 0
damage(6,30): 0
damage(6,31): 1
damage(6,32): 1
damage(6,33): 0
damage(6,34): 1
damage(7,0): 0
damage(7,1): 1
damage(7,2): 1
damage(7,3): 2
damage(7,4): 0
damage(7,5): 0
damage(7,6): 2
damage(7,7): 0
damage(7,8): 2
damage(7,9): 0
damage(7,10): 0
damage(7,11): 1
damage(7,12): 1
damage(7,13): 1
damage(7,14): 0
damage(7,15): 2
damage(7,16): 0
damage(7,17): 1
damage(7,18): 0
damage(7,19): 1
damage(7,20): 0
damage(7,21): 0
damage(7,22): 0
damage(7,23): 2
damage(7,24): 2
damage(7,25): 1
damage(7,26): 2
damage(7,27): 1
damage(7,28): 0
damage(7,29): 0
damage(7,30): 0
damage(7,31): 0
damage(7,32): 1
damage(7,33): 2
damage(7,34): 0
damage(8,0): 1
damage(8,1): 2
damage(8,2): 1
damage(8,3): 0
damage(8,4): 2
damage(8,5): 1
damage(8,6): 0
damage(8,7): 2
damage(8,8): 0
damage(8,9): 2
damage(8,10): 2
damage(8,11): 0
damage(8,12): 0
damage(8,13): 2
damage(8,14): 1
damage(8,15): 2
damage(8,16): 0
damage(8,17): 1
damage(8,18): 0
damage(8,19): 0
damage(8,20): 0
damage(8,21): 2
damage(8,22): 2
damage(8,23): 2
damage(8,24): 2
damage(8,25): 0
damage(8,26): 2
damage(8,27): 0
damage(8,28): 1
damage(8,29): 1
damage(8,30): 0
damage(8,31): 1
damage(8,32): 2
damage(8,33): 1
damage(8,34): 1
damage(9,0): 2
damage(9,1): 1
damage(9,2): 2
damage(9,3): 2
damage(9,4): 2
damage(9,5): 2
damage(9,6): 0
damage(9,7): 2
damage(9,8): 0
damage(9,9): 2
damage(9,10): 0
damage(9,11): 0
damage(9,12): 0
damage(9,13): 1
damage(9,14): 0
damage(9,15): 0
damage(9,16): 2
damage(9,17): 2
damage(9,18): 0
damage(9,19): 2
damage(9,20): 2
damage(9,21): 0
damage(9,22): 2
damage(9,23): 0
damage(9,24): 2
damage(9,25): 1
damage(9,26): 0
damage(9,27): 0
damage(9,28): 1
damage(9,29): 0
damage(9,30): 2
damage(9,31): 1
damage(9,32): 1
damage(9,33): 2
damage(9,34): 0
damage(10,0): 1
damage(10,1): 2
damage(10,2): 0
damage(10,3): 0
damage(10,4): 0
damage(10,5): 0
damage(10,6): 1
damage(10,7): 1
damage(10,8): 1
damage(10,9): 0
damage(10,10): 1
damage(10,11): 1
damage(10,12): 2
damage(10,13): 1
damage(10,14): 1
damage(10,15): 2
damage(10,16): 1
damage(10,17): 1
damage(10,18): 0
damage(10,19): 1
damage(10,20): 1
damage(10,21): 0
damage(10,22): 2
damage(10,23): 2
damage(10,24): 2
damage(10,25): 2
damage(10,26): 0
damage(10,27): 0
damage(10,28): 1
damage(10,29): 0
damage(10,30): 2
damage(10,31): 2
damage(10,32): 2
damage(10,33): 0
damage(10,34): 0
damage(11,0): 0
damage(11,1): 2
damage(11,2): 1
damage(11,3): 1
damage(11,4): 0
damage(11,5): 1
damage(11,6): 0
damage(11,7): 0
damage(11,8): 1
damage(11,9): 1
damage(11,10): 1
damage(11,11): 1
damage(11,12): 0
damage(11,13): 1
damage(11,14): 0
damage(11,15): 1
damage(11,16): 0
damage(11,17): 1
damage(11,18): 1
damage(11,19): 2
damage(11,20): 1
damage(11,21): 1
damage(11,22): 0
damage(11,23): 1
damage(11,24): 1
damage(11,25): 0
damage(11,26): 1
damage(11,27): 1
damage(11,28): 0
damage(11,29): 0
damage(11,30): 2
damage(11,31): 1
damage(11,32): 2
damage(11,33): 1
damage(11,34): 2
damage(12,0): 0
damage(12,1): 0
damage(12,2): 2
damage(12,3): 0
damage(12,4): 2
damage(12,5): 2
damage(12,6): 0
damage(12,7): 0
damage(12,8): 2
damage(12,9): 1
damage(12,10): 1
damage(12,11): 2
damage(12,12): 1
damage(12,13): 2
damage(12,14): 0
damage(12,15): 1
damage(12,16): 0
damage(12,17): 2
damage(12,18): 0
damage(12,19): 0
damage(12,20): 0
damage(12,21): 0
damage(12,22): 2
damage(12,23): 2
damage(12,24): 1
damage(12,25): 2
damage(12,26): 2
damage(12,27): 2
damage(12,28): 2
damage(12,29): 0
damage(12,30): 2
damage(12,31): 0
damage(12,32): 1
damage(12,33): 0
damage(12,34): 1
damage(13,0): 1
damage(13,1): 0
damage(13,2): 1
damage(13,3): 2
damage(13,4): 0
damage(13,5): 0
damage(13,6): 0
damage(13,7): 2
damage(13,8): 2
damage(13,9): 1
damage(13,10): 0
damage(13,11): 1
damage(13,12): 2
damage(13,13): 0
damage(13,14): 1
damage(13,15): 0
damage(13,16): 1
damage(13,17): 2
damage(13,18): 0
damage(13,19): 1
damage(13,20): 1
damage(13,21): 0
damage(13,22): 1
damage(13,23): 1
damage(13,24): 0
damage(13,25): 2
damage(13,26): 1
damage(13,27): 1
damage(13,28): 1
damage(13,29): 2
damage(13,30): 0
damage(13,31): 2
damage(13,32): 2
damage(13,33): 2
damage(13,34): 2
damage(14,0): 2
damage(14,1): 2
damage(14,2): 0
damage(14,3): 0
damage(14,4): 2
damage(14,5): 2
damage(14,6): 1
damage(14,7): 1
damage(14,8): 2
damage(14,9): 1
damage(14,10): 0
damage(14,11): 0
damage(14,12): 1
damage(14,13): 0
damage(14,14): 1
damage(14,15): 2
damage(14,16): 1
damage(14,17): 2
damage(14,18): 1
damage(14,19): 0
damage(14,20): 2
damage(14,21): 1
damage(14,22): 2
damage(14,23): 1
damage(14,24): 2
damage(14,25): 2
damage(14,26): 1
damage(14,27): 0
damage(14,28): 1
damage(14,29): 1
damage(14,30): 0
damage(14,31): 1
damage(14,32): 2
damage(14,33): 1
damage(14,34): 2
damage(15,0): 2
damage(15,1): 1
damage(15,2): 1
damage(15,3): 0
damage(15,4): 1
damage(15,5): 0
damage(15,6): 1
damage(15,7): 1
damage(15,8): 1
damage(15,9): 1
damage(15,10): 0
damage(15,11): 2
damage(15,12): 1
damage(15,13): 0
damage(15,14): 0
damage(15,15): 2
damage(15,16): 0
damage(15,17): 2
damage(15,18): 2
damage(15,19): 1
damage(15,20): 2
damage(15,21): 1
damage(15,22): 0
damage(15,23): 0
damage(15,24): 0
damage(15,25): 2
damage(15,26): 0
damage(15,27): 2
damage(15,28): 1
damage(15,29): 2
damage(15,30): 2
damage(15,31): 0
damage(15,32): 1
damage(15,33): 1
damage(15,34): 1
damage(16,0): 2
damage(16,1): 1
damage(16,2): 0
damage(16,3): 1
damage(16,4): 1
damage(16,5): 2
damage(16,6): 2
damage(16,7): 1
damage(16,8): 0
damage(16,9): 2
damage(16,10): 2
damage(16,11): 2
damage(16,12): 2
damage(16,13): 2
damage(16,14): 2
damage(16,15): 1
damage(16,16): 2
damage(16,17): 0
damage(16,18): 2
damage(16,19): 0
damage(16,20): 0
damage(16,21): 2
damage(16,22): 1
damage(16,23): 0
damage(16,24): 1
damage(16,25): 1
damage(16,26): 0
damage(16,27): 1
damage(16,28): 0
damage(16,29): 1
damage(16,30): 0
damage(16,31): 0
damage(16,32): 0
damage(16,33): 1
damage(16,34): 2
damage(17,0): 2
damage(17,1): 0
damage(17,2): 2
damage(17,3): 0
damage(17,4): 1
damage(17,5): 2
damage(17,6): 0
damage(17,7): 1
damage(17,8): 2
damage(17,9): 0
damage(17,10): 1
damage(17,11): 1
damage(17,12): 0
damage(17,13): 2
damage(17,14): 1
damage(17,15): 1
damage(17,16): 1
damage(17,17): 0
damage(17,18): 2
damage(17,19): 2
damage(17,20): 1
damage(17,21): 2
damage(17,22): 2
damage(17,23): 0
damage(17,24): 2
damage(17,25): 1
damage(17,26): 1
damage(17,27): 0
damage(17,28): 2
damage(17,29): 2
damage(17,30): 0
damage(17,31): 2
damage(17,32): 0
damage(17,33): 2
damage(17,34): 0
damage(18,0): 1
damage(18,1): 2
damage(18,2): 2
damage(18,3): 1
damage(18,4): 0
damage(18,5): 2
damage(18,6): 0
damage(18,7): 2
damage(18,8): 2
damage(18,9): 2
damage(18,10): 0
damage(18,11): 1
damage(18,12): 0
damage(18,13): 1
damage(18,14): 2
damage(18,15): 2
damage(18,16): 0
damage(18,17): 1
damage(18,18): 2
damage(18,19): 0
damage(18,20): 1
damage(18,21): 1
damage(18,22): 2
damage(18,23): 1
damage(18,24): 1
damage(18,25): 2
damage(18,26): 2
damage(18,27): 1
damage(18,28): 2
damage(18,29): 0
damage(18,30): 1
damage(18,31): 2
damage(18,32): 2
damage(18,33): 1
damage(18,34): 0
damage(19,0): 0
damage(19,1): 1
damage(19,2): 1
damage(19,3): 2
damage(19,4): 1
damage(19,5): 1
damage(19,6): 2
damage(19,7): 0
damage(19,8): 2
damage(19,9): 1
damage(19,10): 2
damage(19,11): 2
damage(19,12): 1
damage(19,13): 1
damage(19,14): 2
damage(19,15): 2
damage(19,16): 2
damage(19,17): 0
damage(19,18): 1
damage(19,19): 2
damage(19,20): 0
damage(19,21): 0
damage(19,22): 1
damage(19,23): 0
damage(19,24): 0
damage(19,25): 2
damage(19,26): 0
damage(19,27): 0
damage(19,28): 2
damage(19,29): 1
damage(19,30): 0
damage(19,31): 2
damage(19,32): 0
damage(19,33): 2
damage(19,34): 2
damage(20,0): 2
damage(20,1): 0
damage(20,2): 2
damage(20,3): 2
damage(20,4): 0
damage(20,5): 1
damage(20,6): 1
damage(20,7): 0
damage(20,8): 2
damage(20,9): 0
damage(20,10): 0
damage(20,11): 0
damage(20,12): 2
damage(20,13): 1
damage(20,14): 1
damage(20,15): 2
damage(20,16): 2
damage(20,17): 0
damage(20,18): 2
damage(20,19): 2
damage(20,20): 0
damage(20,21): 1
damage(20,22): 0
damage(20,23): 0
damage(20,24): 1
damage(20,25): 0
damage(20,26): 1
damage(20,27): 1
damage(20,28): 0
damage(20,29): 1
damage(20,30): 1
damage(20,31): 2
damage(20,32): 1
damage(20,33): 1
damage(20,34): 2
damage(21,0): 2
damage(21,1): 0
damage(21,2): 0
damage(21,3): 0
damage(21,4): 1
damage(21,5): 1
damage(21,6): 1
damage(21,7): 1
damage(21,8): 1
damage(21,9): 2
damage(21,10): 2
damage(21,11): 0
damage(21,12): 1
damage(21,13): 2
damage(21,14): 2
damage(21,15): 2
damage(21,16): 0
damage(21,17): 2
damage(21,18): 0
damage(21,19): 1
damage(21,20): 0
damage(21,21): 0
damage(21,22): 0
damage(21,23): 2
damage(21,24): 2
damage(21,25): 1
damage(21,26): 1
damage(21,27): 2
damage(21,28): 1
damage(21,29): 0
damage(21,30): 2
damage(21,31): 1
damage(21,32): 1
damage(21,33): 0
damage(21,34): 2
damage(22,0): 2
damage(22,1): 2
damage(22,2): 0
damage(22,3): 0
damage(22,4): 0
damage(22,5): 2
damage(22,6): 1
damage(22,7): 1
damage(22,8): 2
damage(22,9): 1
damage(22,10): 2
damage(22,11): 2
damage(22,12): 0
damage(22,13): 1
damage(22,14): 2
damage(22,15): 2
damage(22,16): 2
damage(22,17): 1
damage(22,18): 0
damage(22,19): 2
damage(22,20): 1
damage(22,21): 2
damage(22,22): 0
damage(22,23): 0
damage(22,24): 1
damage(22,25): 1
damage(22,26): 2
damage(22,27): 0
damage(22,28): 0
damage(22,29): 0
damage(22,30): 2
damage(22,31): 2
damage(22,32): 0
damage(22,33): 2
damage(22,34): 1
damage(23,0): 0
damage(23,1): 0
damage(23,2): 0
damage(23,3): 2
damage(23,4): 2
damage(23,5): 1
damage(23,6): 2
damage(23,7): 2
damage(23,8): 2
damage(23,9): 1
damage(23,10): 2
damage(23,11): 2
damage(23,12): 1
damage(23,13): 0
damage(23,14): 0
damage(23,15): 0
damage(23,16): 2
damage(23,17): 0
damage(23,18): 0
damage(23,19): 0
damage(23,20): 2
damage(23,21): 2
damage(23,22): 0
damage(23,23): 2
damage(23,24): 2
damage(23,25): 1
damage(23,26): 2
damage(23,27): 2
damage(23,28): 1
damage(23,29): 2
damage(23,30): 1
damage(23,31): 2
damage(23,32): 2
damage(23,33): 1
damage(23,34): 0
damage(24,0): 2
damage(24,1): 1
damage(24,2): 2
damage(24,3): 0
damage(24,4): 0
damage(24,5): 1
damage(24,6): 1
damage(24,7): 0
damage(24,8): 2
damage(24,9): 2
damage(24,10): 0
damage(24,11): 2
damage(24,12): 2
damage(24,13): 1
damage(24,14): 0
damage(24,15): 0
damage(24,16): 1
damage(24,17): 0
damage(24,18): 0
damage(24,19): 1
damage(24,20): 2
damage(24,21): 0
damage(24,22): 1
damage(24,23): 0
damage(24,24): 1
damage(24,25): 1
damage(24,26): 1
damage(24,27): 2
damage(24,28): 0
damage(24,29): 0
damage(24,30): 2
damage(24,31): 1
damage(24,32): 2
damage(24,33): 2
damage(24,34): 0
damage(25,0): 2
damage(25,1): 0
damage(25,2): 1
damage(25,3): 0
damage(25,4): 0
damage(25,5): 2
damage(25,6): 1
damage(25,7): 0
damage(25,8): 2
damage(25,9): 2
damage(25,10): 2
damage(25,11): 2
damage(25,12): 1
damage(25,13): 2
damage(25,14): 0
damage(25,15): 0
damage(25,16): 0
damage(25,17): 0
damage(25,18): 1
damage(25,19): 0
damage(25,20): 0
damage(25,21): 2
damage(25,22): 2
damage(25,23): 0
damage(25,24): 1
damage(25,25): 0
damage(25,26): 2
damage(25,27): 0
damage(25,28): 2
damage(25,29): 2
damage(25,30): 0
damage(25,31): 0
damage(25,32): 1
damage(25,33): 0
damage(25,34): 1
damage(26,0): 1
damage(26,1): 2
damage(26,2): 2
damage(26,3): 0
damage(26,4): 1
damage(26,5): 0
damage(26,6): 2
damage(26,7): 1
damage(26,8): 1
damage(26,9): 1
damage(26,10): 1
damage(26,11): 2
damage(26,12): 1
damage(26,13): 2
damage(26,14): 2
damage(26,15): 2
damage(26,16): 0
damage(26,17): 2
damage(26,18): 2
damage(26,19): 0
damage(26,20): 0
damage(26,21): 2
damage(26,22): 0
damage(26,23): 0
damage(26,24): 0
damage(26,25): 2
damage(26,26): 2
damage(26,27): 0
damage(26,28): 0
damage(26,29): 2
damage(26,30): 1
damage(26,31): 0
damage(26,32): 1
damage(26,33): 1
damage(26,34): 1
damage(27,0): 0
damage(27,1): 2
damage(27,2): 0
damage(27,3): 1
damage(27,4): 2
damage(27,5): 2
damage(27,6): 2
damage(27,7): 1
damage(27,8): 2
damage(27,9): 2
damage(27,10): 0
damage(27,11): 1
damage(27,12): 0
damage(27,13): 0
damage(27,14): 1
damage(27,15): 0
damage(27,16): 1
damage(27,17): 2
damage(27,18): 0
damage(27,19): 0
damage(27,20): 2
damage(27,21): 1
damage(27,22): 2
damage(27,23): 2
damage(27,24): 2
damage(27,25): 1
damage(27,26): 1
damage(27,27): 0
damage(27,28): 0
damage(27,29): 0
damage(27,30): 1
damage(27,31): 0
damage(27,32): 0
damage(27,33): 1
damage(27,34): 1
damage(28,0): 2
damage(28,1): 2
damage(28,2): 1
damage(28,3): 0
damage(28,4): 1
damage(28,5): 1
damage(28,6): 2
damage(28,7): 0
damage(28,8): 1
damage(28,9): 2
damage(28,10): 0
damage(28,11): 0
damage(28,12): 1
damage(28,13): 2
damage(28,14): 1
damage(28,15): 1
damage(28,16): 2
damage(28,17): 2
damage(28,18): 1
damage(28,19): 1
damage(28,20): 0
damage(28,21): 0
damage(28,22): 0
damage(28,23): 0
damage(28,24): 0
damage(28,25): 0
damage(28,26): 2
damage(28,27): 0
damage(28,28): 0
damage(28,29): 1
damage(28,30): 2
damage(28,31): 2
damage(28,32): 0
damage(28,33): 1
damage(28,34): 1
damage(29,0): 2
damage(29,1): 0
damage(29,2): 0
damage(29,3): 1
damage(29,4): 2
damage(29,5): 0
damage(29,6): 2
damage(29,7): 2
damage(29,8): 1
damage(29,9): 1
damage(29,10): 2
damage(29,11): 1
damage(29,12): 0
damage(29,13): 2
damage(29,14): 2
damage(29,15): 2
damage(29,16): 2
damage(29,17): 0
damage(29,18): 0
damage(29,19): 0
damage(29,20): 1
damage(29,21): 1
damage(29,22): 0
damage(29,23): 0
damage(29,24): 2
damage(29,25): 1
damage(29,26): 2
damage(29,27): 2
damage(29,28): 0
damage(29,29): 1
damage(29,30): 1
damage(29,31): 0
damage(29,32): 2
damage(29,33): 1
damage(29,34): 2
damage(30,0): 2
damage(30,1): 2
damage(30,2): 1
damage(30,3): 2
damage(30,4): 1
damage(30,5): 0
damage(30,6): 2
damage(30,7): 0
damage(30,8): 1
damage(30,9): 2
damage(30,10): 2
damage(30,11): 0
damage(30,12): 1
damage(30,13): 0
damage(30,14): 1
damage(30,15): 2
damage(30,16): 2
damage(30,17): 0
damage(30,18): 2
damage(30,19): 2
damage(30,20): 0
damage(30,21): 2
damage(30,22): 2
damage(30,23): 0
damage(30,24): 0
damage(30,25): 1
damage(30,26): 2
damage(30,27): 1
damage(30,28): 1
damage(30,29): 1
damage(30,30): 1
damage(30,31): 0
damage(30,32): 1
damage(30,33): 0
damage(30,34): 1
damage(31,0): 0
damage(31,1): 1
damage(31,2): 0
damage(31,3): 0
damage(31,4): 2
damage(31,5): 0
damage(31,6): 0
damage(31,7): 1
damage(31,8): 0
damage(31,9): 1
damage(31,10): 2
damage(31,11): 2
damage(31,12): 0
damage(31,13): 2
damage(31,14): 0
damage(31,15): 0
damage(31,16): 0
damage(31,17): 0
damage(31,18): 2
damage(31,19): 1
damage(31,20): 0
damage(31,21): 1
damage(31,22): 0
damage(31,23): 2
damage(31,24): 0
damage(31,25): 1
damage(31,26): 0
damage(31,27): 1
damage(31,28): 0
damage(31,29): 1
damage(31,30): 0
damage(31,31): 0
damage(31,32): 2
damage(31,33): 2
damage(31,34): 0
damage(32,0): 2
damage(32,1): 2
damage(32,2): 1
damage(32,3): 0
damage(32,4): 2
damage(32,5): 0
damage(32,6): 0
damage(32,7): 0
damage(32,8): 1
damage(32,9): 0
damage(32,10): 0
damage(32,11): 1
damage(32,12): 1
damage(32,13): 1
damage(32,14): 1
damage(32,15): 2
damage(32,16): 2
damage(32,17): 0
damage(32,18): 0
damage(32,19): 1
damage(32,20): 1
damage(32,21): 2
damage(32,22): 2
damage(32,23): 2
damage(32,24): 0
damage(32,25): 1
damage(32,26): 1
damage(32,27): 0
damage(32,28): 1
damage(32,29): 0
damage(32,30): 2
damage(32,31): 0
damage(32,32): 2
damage(32,33): 1
damage(32,34): 1
damage(33,0): 0
damage(33,1): 1
damage(33,2): 2
damage(33,3): 0
damage(33,4): 2
damage(33,5): 0
damage(33,6): 1
damage(33,7): 0
damage(33,8): 2
damage(33,9): 2
damage(33,10): 2
damage(33,11): 2
damage(33,12): 1
damage(33,13): 2
damage(33,14): 2
damage(33,15): 2
damage(33,16): 0
damage(33,17): 2
damage(33,18): 2
damage(33,19): 1
damage(33,20): 0
damage(33,21): 0
damage(33,22): 2
damage(33,23): 0
damage(33,24): 2
damage(33,25): 2
damage(33,26): 0
damage(33,27): 0
damage(33,28): 2
damage(33,29): 1
damage(33,30): 2
damage(33,31): 2
damage(33,32): 2
damage(33,33): 1
damage(33,34): 0
damage(34,0): 2
damage(34,1): 2
damage(34,2): 1
damage(34,3): 0
damage(34,4): 2
damage(34,5): 1
damage(34,6): 0
damage(34,7): 1
damage(34,8): 0
damage(34,9): 2
damage(34,10): 2
damage(34,11): 1
damage(34,12): 1
damage(34,13): 1
damage(34,14): 0
damage(34,15): 0
damage(34,16): 2
damage(34,17): 2
damage(34,18): 2
damage(34,19): 2
damage(34,20): 2
damage(34,21): 2
damage(34,22): 1
damage(34,23): 2
damage(34,24): 2
damage(34,25): 2
damage(34,26): 1
damage(34,27): 0
damage(34,28): 0
damage(34,29): 0
damage(34,30): 0
damage(34,31): 2
damage(34,32): 1
damage(34,33): 0
damage(34,34): 0
